3650000  9.357143e-001 9.357143e-001 8.755612e-001 7.666075e-001
3660000  9.678571e-001 9.678571e-001 9.367474e-001 8.774958e-001
3670000  9.464286e-001 9.464286e-001 8.957270e-001 8.023269e-001
3680000  9.464286e-001 9.464286e-001 8.957270e-001 8.023269e-001
3690000  9.142857e-001 9.142857e-001 8.359184e-001 6.987595e-001
3700000  9.678571e-001 9.678571e-001 9.367474e-001 8.774958e-001
3710000  9.500000e-001 9.500000e-001 9.025000e-001 8.145062e-001
3720000  9.857143e-001 9.857143e-001 9.716327e-001 9.440700e-001
3730000  1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000
3740000  9.107143e-001 9.107143e-001 8.294005e-001 6.879052e-001
3750000  9.250000e-001 9.250000e-001 8.556250e-001 7.320941e-001
3760000  9.357143e-001 9.357143e-001 8.755612e-001 7.666075e-001
3770000  1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000
3780000  1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000
3790000  9.750000e-001 9.750000e-001 9.506250e-001 9.036879e-001
3800000  9.464286e-001 9.464286e-001 8.957270e-001 8.023269e-001
3810000  9.714286e-001 9.714286e-001 9.436735e-001 8.905196e-001
3820000  9.750000e-001 9.750000e-001 9.506250e-001 9.036879e-001
3830000  9.535714e-001 9.535714e-001 9.092985e-001 8.268237e-001
3840000  9.464286e-001 9.464286e-001 8.957270e-001 8.023269e-001
3850000  9.750000e-001 9.750000e-001 9.506250e-001 9.036879e-001
3860000  1.000000e+000 1.000000e+000 1.000000e+000 1.000000e+000
3870000  9.392857e-001 9.392857e-001 8.822577e-001 7.783786e-001
3880000  9.357143e-001 9.357143e-001 8.755612e-001 7.666075e-001
3890000  9.750000e-001 9.750000e-001 9.506250e-001 9.036879e-001
3900000  9.607143e-001 9.607143e-001 9.229719e-001 8.518772e-001
3910000  9.428571e-001 9.428571e-001 8.889796e-001 7.902847e-001
3920000  9.285714e-001 9.285714e-001 8.622449e-001 7.434663e-001
3930000  9.892857e-001 9.892857e-001 9.786862e-001 9.578267e-001
3940000  9.535714e-001 9.535714e-001 9.092985e-001 8.268237e-001
3950000  9.857143e-001 9.857143e-001 9.716327e-001 9.440700e-001
3960000  9.357143e-001 9.357143e-001 8.755612e-001 7.666075e-001
3970000  9.000000e-001 9.000000e-001 8.100000e-001 6.561000e-001
3980000  8.678571e-001 8.678571e-001 7.531760e-001 5.672741e-001
3990000  8.714286e-001 8.714286e-001 7.593878e-001 5.766698e-001
4000000  9.178571e-001 9.178571e-001 8.424617e-001 7.097418e-001
